variant,source,f_revised,progress,comment
salt substitute ins 508,mineral,raw_agricultural_material,todo,
flour treatment ins 510,synthetic,flour treatment agent,todo,
flour improver ins 1100,aspergillus oryzae,flour treatment agent,todo,
wheat improver ins 1100,aspergillus oryzae,flour treatment agent,todo,
flour improver ins 1101,aspergillus oryzae,flour treatment agent,todo,
flour improver ins 1104,aspergillus oryzae,flour treatment agent,todo,
flour treatment ins 923,synthetic,flour treatment agent,todo,
glycerol ester of rosin,pine,glazing agent,todo,
guava puree concentrate,guava,raw_agricultural_material,todo,
lactobacillus rhamnosus,synthetic,probiotic,todo,
emulsifier soy lecithin,soybean,emulsifier,todo,
lemon juice concentrate,lemon,flavouring agent,todo,
organic lemongrass leaf,lemongrass,taste profile / spice,todo,
onion powder flavouring,onion,flavouring agent,todo,
pomegranate seed powder,pomegranate,processed_ingredient,todo,
bleaching agent ins 223,synthetic,bleaching agent,todo,
flour treatment ins 923,synthetic,flour treatment agent,done,"duplicate of row 1793"
uv treated and ozonized,SKIP,preservative,todo,
black truffle seasoning,truffle,taste profile / spice,todo,
food grade fish gelatin,fish,gelling agent,todo,
edible sodium caseinate,milk,processed_ingredient,todo,
hpmc vegetarian capsule,wood,NULL,todo,
cotton candy flavouring,synthetic,flavouring agent,todo,
ferric ammonium citrate,synthetic,anticaking agent,todo,
fructo-oligosaccharides,sugarcane | beet,sweetener|bulking agent,todo,
omega concentrate blend,fish,lipid base,todo,
sodium starch glycolate,potato,thickener,todo,
krishnalavana black salt,mineral,taste profile / spice,todo,
modified starch ins 1404,tapioca,thickener,todo,
modified starch ins 1420,tapioca,thickener,todo,
modified starch ins 1440,corn | tapioca | potato,thickener,todo,
modified starch ins 1442,corn | tapioca | potato,thickener,todo,
pteroylmonoglutamic acid,synthetic,NULL,todo,
dehydrated garlic powder,garlic,taste profile / spice,todo,
spice oleoresin gingerol,ginger,taste profile / spice,todo,
masala flavouring ginger,ginger,flavouring agent,todo,
high fructose corn syrup,corn,sweetener,todo,
anticaking agent ins 470,palm | soybean | sunflower,anticaking agent,todo,
anticaking agent ins 504,mineral,anticaking agent,todo,
concentrated milk solids,milk,processed_ingredient,todo,
soya protein hydrolysate,soybean,processed_ingredient,todo,
sugar substitute ins 960,stevia,sweetener,todo,
high oleic sunflower oil,sunflower,lipid base,todo,
anticaking agent ins 341,mineral,anticaking agent,todo,
emulsifying salt ins 341,mineral,emulsifier,todo,
anticaking agent ins 503,mineral,anticaking agent,todo,
raising agent ins 500 ii,mineral,raising agent,todo,
acidifying agent ins 330,synthetic | corn,acidity regulator,todo,
orange juice concentrate,orange,flavouring agent,todo,
skimmed milk concentrate,milk,processed_ingredient,todo,
whey protein concentrate,milk,processed_ingredient,todo,
acidifying agent ins 260,synthetic,acidity regulator,todo,
acitifying agent ins 260,synthetic,acidity regulator,todo,
anticaking agent ins 551,mineral,anticaking agent,todo,
anticaking agent ins 536,synthetic,anticaking agent,todo,
anticaking agent ins 541,mineral,anticaking agent,todo,
anticaking agent ins 553,mineral,anticaking agent,todo,
concentrated apple juice,apple,flavouring agent,todo,
organic chamomile flower,chamomile,flavouring agent,todo,
pasteurized skimmed milk,milk,processed_ingredient,todo,
dried bark of cinnamomum,cinnamon,taste profile / spice,todo,
fat-reduced cocoa powder,cocoa,processed_ingredient,todo,
vegetable oil cottonseed,cottonseed,lipid base,todo,
flavour enhancer ins 627,synthetic,flavouring agent,todo,
flavour enhancer ins 631,synthetic,flavouring agent,todo,
flavouring agent ins 631,synthetic,flavouring agent,todo,
flavour enhancer ins 635,synthetic,flavouring agent,todo,
binding agent gum acacia,acacia,binding agent|thickener|stabiliser,todo,
anticaking agent ins 414,acacia,anticaking agent,todo,
flavour enhancer ins 620,synthetic,flavouring agent,todo,
flavour enhancer ins 621,synthetic,flavouring agent,todo,
flavour enhancer ins 629,synthetic,flavouring agent,todo,
flavour enhancer ins 630,synthetic,flavouring agent,todo,
flavour enhancer ins 637,synthetic,flavouring agent,todo,
flavour enhancer ins 508,synthetic,flavouring agent,todo,
flour treatment ins 1100,aspergillus oryzae,flour treatment agent,todo,
thickening agent ins 412,guar,thickener,todo,
concentrated jamun juice,jamun,flavouring agent,todo,
emulsifier soya lecithin,soybean,emulsifier,todo,
emulsifier soya lecothin,soybean,emulsifier,todo,
concentrated lemon juice,lemon,flavouring agent,todo,
milk protein concentrate,milk,processed_ingredient,todo,
dehydrated potato flakes,potato,raw_agricultural_material,todo,
pyridoxine hydrochloride,synthetic,fortification_agent,todo,
sugar substitute ins 420,corn | tapioca,sweetener|bulking agent,todo,
ethylvanillin flavouring,synthetic,flavouring agent,todo,
toasted watermelon seeds,watermelon,raw_agricultural_material,todo,
cherry juice concentrate,cherry,flavouring agent,todo,
emulsifying salt ins 341,mineral,emulsifier,done,"duplicate of row 1831"
foam stabilizer ins 1505,quillaia saponaria,stabiliser,todo,
packaging gases nitrogen,synthetic,packaging gas,todo,
batter thickener ins 1412,tapioca,thickener,todo,
concentrated fruit juices,apple | orange | mango,raw_agricultural_material,todo,
chopped roasted hazelnuts,hazelnut,raw_agricultural_material,todo,
anticaking agent ins 4700,synthetic,anticaking agent,todo,
sodium selenite angydrate,mineral,preservative,todo,
zinc sulphate monohydrate,mineral,fortification_agent,todo,
acidity regulator ins 261,synthetic,acidity regulator,todo,
acidity regulator ins 262,synthetic,acidity regulator,todo,
acidity regulator ins 290,synthetic,acidity regulator,todo,
acidity regulator ins 394,synthetic,acidity regulator,todo,
acidity regulator ins 524,mineral,acidity regulator,todo,
acidity regulator ins 525,mineral,acidity regulator,todo,
acidity regulator ins 575,synthetic,acidity regulator,todo,
acidity regulator ins e30,synthetic | corn,acidity regulator,todo,
acidity regulator ins 338,mineral,acidity regulator,todo,
acidity regulator ins 341,mineral,acidity regulator,todo,
acidity regulator ins 451,mineral,acidity regulator,todo,
acidity regulator ins 339,mineral,acidity regulator,todo,
acidity regulator ins 340,mineral,acidity regulator,todo,
acidity regulator ins 503,mineral,acidity regulator,todo,
acidity regulator ins 504,mineral,acidity regulator,todo,
acidity regulator ins 501,mineral,acidity regulator,todo,
sodium hydrogen carbonate,synthetic,acidity regulator,todo,
acidity regulator ins 500,synthetic,acidity regulator,todo,
acidity regulator ins 330,synthetic | corn,acidity regulator,todo,
concentrated orange juice,orange,flavouring agent,todo,
acidity regulator ins 260,synthetic,acidity regulator,todo,
anticaking agent ins e551,mineral,anticaking agent,todo,
roasted and ground coffee,coffee,taste profile / spice,todo,
roasted bengal gram flour,bengal gram,raw_agricultural_material,todo,
desiccated coconut powder,coconut,processed_ingredient,todo,
dehydrated coconut shreds,coconut,raw_agricultural_material,todo,
coconut water concentrate,coconut,processed_ingredient,todo,
flavour enhancer ins 6351,synthetic,flavouring agent,todo,
stabilising agent ins 414,acacia tree,stabiliser|thickener|gelling agent,todo,
flavour enhancer ins 1101,synthetic,flavouring agent,todo,
ammonium chloride ins 510,synthetic,acidity regulator,todo,
garcinia cambogia extract,garcinia cambogia,flavouring agent,todo,
stabilising agent ins 445,pine resin,stabiliser|emulsifier,todo,
cardamom seeds flavouring,cardamom,taste profile / spice,todo,
emulsifying agent ins 412,guar bean,emulsifier,todo,
stabilizing agent ins 412,guar bean,stabiliser|thickener|gelling agent,todo,
hydrolysed ground protein,groundnut,processed_ingredient,todo,
acidity regulator ins 270,synthetic | corn,acidity regulator,todo,
lactobacillus acidophilus,synthetic,preservative,todo,
emulsifier soya lecithins,soybean,emulsifier,todo,
emulsifier – lecithin soy,soybean,emulsifier,todo,
mosambi juice concentrate,mosambi,flavouring agent,todo,
acidity regulator ins 196,synthetic,acidity regulator,todo,
acidity regulator ins 296,synthetic,acidity regulator,todo,
stabilising agent ins 471,palm | soybean | sunflower,stabiliser|emulsifier,todo,
stabilizing agent ins 471,palm | soybean | sunflower,stabiliser|emulsifier,todo,
parsley powder flavouring,parsley,flavouring agent,todo,
stabilizing agent ins 440,apple | citrus,stabiliser|gelling agent,todo,
stabilizing agent ins 401,seaweed,stabiliser|gelling agent,todo,
acidity regulator ins 331,synthetic | corn,acidity regulator,todo,
stabilising agent ins 331,synthetic | corn,stabiliser,todo,
acidity regulator ins 325,synthetic | corn,acidity regulator,todo,
acidity regulator ins 334,tartaric acid,acidity regulator,todo,
ethyl vanillin flavouring,synthetic,flavouring agent,todo,
vitamin d2 ergocalciferol,yeast,fortification_agent,todo,
enzyme beta galactosidase,aspergillus niger | kluyveromyces lactis,fermentation_agent,todo,
enzyme beta-galactosidase,aspergillus niger | kluyveromyces lactis,fermentation_agent,todo,
edible vegetable bran oil,rice,lipid base,todo,
fava bean protein isolate,fava bean,processed_ingredient,todo,
lutein-zeaxanthin complex,marigold,colour,todo,
hydrogenated vegetable fat,palm | soybean | groundnut,lipid base,todo,
hydrogenated vegetable oil,palm | soybean | groundnut,lipid base,todo,
fractionated vegetable fat,palm | soybean | groundnut,lipid base,todo,
partially hydrogenated oil,palm | soybean | groundnut,lipid base,todo,
magnesium stearate ins 470,palm | soybean | sunflower,anticaking agent|emulsifier,todo,
magnesium sulphate ins 518,mineral,firming agent,todo,
fortified wheat flour iron,wheat,raw_agricultural_material,todo,
centre filling milk solids,milk,processed_ingredient,todo,
preserved strawberry fruit,strawberry,raw_agricultural_material,todo,
refined sunflower seed oil,sunflower,lipid base,todo,
roasted almonds flavouring,almond,flavouring agent,todo,
tribasic calcium phosphate,mineral,anticaking agent,todo,
cake raising agent ins 341,mineral,raising agent,todo,
acidity regulator ins e330,synthetic | corn,acidity regulator,todo,
reconstituted skimmed milk,milk,raw_agricultural_material,todo,
acidity regulator ins e260,synthetic,acidity regulator,todo,
streptococcus thermophilus,milk,fermentation_agent,todo,
lacto-bacillus acidophilus,milk,fermentation_agent,todo,
antifoaming agent ins 900a,synthetic,antifoaming agent,todo,
brown rice protein isolate,rice,processed_ingredient,todo,
kashmiri red chilli powder,chilli,taste profile / spice,todo,
mathania red chilli powder,chilli,taste profile / spice,todo,
husked dew moth bean flour,dew moth bean,raw_agricultural_material,todo,
acidity regulator ins e331,synthetic | corn,acidity regulator,todo,
panax ginseng root extract,panax ginseng,flavouring agent,todo,
medium chain triglycerides,coconut | palm kernel,lipid base,todo,
medium chain-triglycerides,coconut | palm kernel,lipid base,todo,
phyllanthus niruri extract,phyllanthus niruri,flavouring agent,todo,
hydrogenated vegetable fats,palm | soybean | groundnut,lipid base,todo,
fractionated vegetable fats,palm | soybean | groundnut,lipid base,todo,
paprika oleoresin ins 160ci,paprika,colour,todo,
acetylated distarch adipate,corn | tapioca | potato,thickener,todo,
roasted spice powder ginger,ginger,taste profile / spice,todo,
magnesium phosphate dibasic,mineral,NULL,todo,
vitamin a retinyl palmitate,palm,fortification_agent,todo,
tri basic calcium phosphate,mineral,NULL,todo,
acidity regulator ins 501 i,mineral,acidity regulator,todo,
acidity regulator ins 500 i,mineral,acidity regulator,todo,
dehydrated fenugreek leaves,fenugreek,taste profile / spice,todo,
dehydrated coriander leaves,coriander,taste profile / spice,todo,
l.bacillus delbruecki subsp,milk,preservative,todo,
limosilactobacillus reuteri,milk,preservative,todo,
anti-foaming agent ins 900a,synthetic,antifoaming agent,todo,
green coffee extract powder,coffee,flavouring agent,todo,
stalkless kashmiri chillies,chilli,taste profile / spice,todo,
mineral chromium picolinate,mineral,NULL,todo,
cranberry juice concentrate,cranberry,flavouring agent,todo,
emulsifier vegetable origin,palm | soybean | sunflower,emulsifier,todo,
enzyme preparation ins 1100,barley,fermentation_agent,todo,
stabilizer guar gum ins 412,guar,stabiliser|thickener,todo,
roasted spice powder nutmeg,nutmeg,taste profile / spice,todo,
pineapple juice concentrate,pineapple,flavouring agent,todo,
pineapple fruit preparation,pineapple,raw_agricultural_material,todo,
bacillus coagulans snz 1969,bacillus coagulans,NULL,todo,
rosemary extract flavouring,rosemary,flavouring agent,todo,
acidity regulator ins 350 1,synthetic,acidity regulator,todo,
sucrose acetate isobutyrate,synthetic,emulsifier,todo,
enzyme preparation ins 1102,aspergillus niger,fermentation_agent,todo,
enzyme preparation ins 1104,aspergillus niger,fermentation_agent,todo,
sugar substitute erythritol,corn,sweetener|bulking agent,todo,
evening primrose oil powder,evening primrose,lipid base,todo,
tangerine juice concentrate,tangerine,flavouring agent,todo,
magnesium hydrogen phosphate,mineral,anticaking agent,todo,
fortified wheat flour niacin,wheat,fortification_agent,todo,
concentrated sugarcane juice,sugarcane,sweetener,todo,
anticaking agent ins 341 iii,mineral,anticaking agent,todo,
ammonium bicarbonate ins 503,synthetic,raising agent,todo,
potassium hydrogen carbonate,mineral,acidity regulator,todo,
acidity regulator ins 500 ii,mineral,acidity regulator,todo,
acidifying agent acetic acid,synthetic | sugarcane,acidity regulator,todo,
lacto - bacillus acidophilus,milk,fermentation_agent,todo,
roasted spice powder aniseed,aniseed,taste profile / spice,todo,
krishna tulsi ocimum sanctum,tulsi,taste profile / spice,todo,
edible vegetable oil coconut,coconut,lipid base,todo,
hydrolyzed vegetable protein,soybean | groundnut | corn,processed_ingredient,todo,
hydrolysed vegetable protein,soybean | groundnut | corn,processed_ingredient,todo,
hydrolyzed groundnut protein,groundnut,processed_ingredient,todo,
hydralyzed vegetable protein,soybean | groundnut | corn,processed_ingredient,todo,
hydrolized vegetable protein,soybean | groundnut | corn,processed_ingredient,todo,
hydrolysed groundnut protein,groundnut,processed_ingredient,todo,
neem azadirachta indica leaf,neem azadirachta indica,NULL,todo,
probiotic bacillus coagulans,bacillus coagulans,processed_ingredient,todo,
preservative sodium benzoate,synthetic,preservative,todo,
acidity regulator ins 331 ii,synthetic | corn,acidity regulator,todo,
grapefruit juice concentrate,grapefruit,flavouring agent,todo,
edible vegetable oil palm oil,palm,lipid base,todo,
interesterified vegetable fat,palm | soybean | groundnut,lipid base,todo,
edible vegetable fats sal fat,sal,lipid base,todo,
edible vegetable oil corn oil,corn,lipid base,todo,
fortified wheat flour thiamin,wheat,fortification_agent,todo,
afgani seedless black raisins,grape,sweetener,todo,
texturised soy protein flakes,soybean,raw_agricultural_material,todo,
glucono delta lactone ins 575,synthetic | corn,acidity regulator,todo,
acidity regulator citric acid,synthetic | corn,acidity regulator,todo,
emulsifier stabilizer ins 415,synthetic,emulsifier|stabiliser,todo,
citrus fruit from concentrate,citrus,flavouring agent,todo,
roasted spice powder turmeric,turmeric,taste profile / spice,todo,
vana tulsi ocimum gratissimum,tulsi,flavouring agent,todo,
tulsi ocimum tenuiflorum leaf,tulsi,flavouring agent,todo,
reconstituted buttermilk milk,milk,raw_agricultural_material,todo,
spice oleoresin cuminaldehyde,cumin,taste profile / spice,todo,
polyvinylpyrrolidone ins 1202,synthetic,stabiliser,todo,
encapsulated ferrous sulphate,mineral,antioxidant,todo,
flour treatment agent ins 516,mineral,flour treatment agent,todo,
flour treatment agent ins 510,mineral,flour treatment agent,todo,
flour treatment agent ins 223,synthetic,flour treatment agent,todo,
emulsifier sunflower lecithin,sunflower,emulsifier,todo,
dehydrated white onion powder,onion,taste profile / spice,todo,
pomegranate juice concentrate,pomegranate,flavouring agent,todo,
probiotics bacillus coagulans,synthetic,?probiotic,todo,
flour treatment agent ins 223,synthetic,flour treatment agent,done,"duplicate of row 2049"
brihati solanum indicum plant,brihati,raw_agricultural_material,todo,
croscarmellose sodium ins 468,wood pulp | cotton,bulking agent,todo,
gudmar gymnema sylvestre leaf,gudmar,sweetener,todo,
jiwanti leptadenia reticulata,jiwanti,raw_agricultural_material,todo,
medium chain triglyceride oil,coconut | palm kernel,lipid base,todo,
mudgaparni phaseolus trilobus,mudgaparni,raw_agricultural_material,todo,
polyvinylpyrrolidone ins 1202,synthetic,stabiliser,done,"duplicate of row 2045"
vidari pueraria tuberosa root,vidari,raw_agricultural_material,todo,
tulsi ocimum tenuiflorum leaf,tulsi,flavouring agent,done,"duplicate of row 2042"
edible vegetable oil palmolein,palm,lipid base,todo,
edible vegetable oil palmolien,palm,lipid base,todo,
edible vanaspati oil vanaspati,palm | soybean | groundnut,lipid base,todo,
mozzarella cheese lodized salt,milk | mineral,processed_ingredient,todo,
soya sauce powder lodized salt,soybean | mineral,taste profile / spice,todo,
riboflavin 5'-phosphate sodium,synthetic,fortification_agent,todo,
fortified wheat flour thiamine,wheat,fortification_agent,todo,
mango flavouring confectionery,mango,flavouring agent,todo,
edible vegetable oil rice bran,rice,lipid base,todo,
edible vegetable oil sunflower,sunflower,lipid base,todo,
dehydrated kasuri methi leaves,kasuri methi,taste profile / spice,todo,
roasted spice powder fenugreek,fenugreek,taste profile / spice,todo,
roasted spice powder coriander,coriander,taste profile / spice,todo,
yogurt milk bacterial cultures,milk,fermentation_agent,todo,
lactic cultures s thermophilus,milk,fermentation_agent,todo,
roast and ground filter coffee,coffee,flavouring agent,todo,
malted barley extracted solids,barley,processed_ingredient,todo,
organic tulsi holy basil blend,tulsi,flavouring agent,todo,
marich kalimarich piper nigrum,black pepper,taste profile / spice,todo,
blackcurrant juice concentrate,blackcurrant,flavouring agent,todo,
whole grains brown rice flakes,rice,raw_agricultural_material,todo,
butterfat from milk flavouring,milk,lipid base,todo,
sodium carboxymethyl cellulose,synthetic,thickener|stabiliser,todo,
flour treatment agent ins 1101,aspergillus oryzae,flour treatment agent,todo,
flour treatment agent ins 1100,barley,flour treatment agent,todo,
flour treatment agent ins 1102,synthetic,flour treatment agent,todo,
flour treatment agent ins 1104,aspergillus niger,flour treatment agent,todo,
flour treatment agent ins 1223,synthetic,flour treatment agent,todo,
emulsifier sunflower lecithins,sunflower,emulsifier,todo,
flour treatment agent ins 1223,synthetic,flour treatment agent,done,"duplicate of row 2091"
medium chain triglycerides oil,coconut | palm kernel,lipid base,todo,
musta cyperus rotundus rhizome,cyperus rotundus,taste profile / spice,todo,
edible vegetable oil palm olien,palm,lipid base,todo,
edible vegetable oil palmnolein,palm,lipid base,todo,
starch sodium octenyl succinate,corn | tapioca,emulsifier,todo,
refined vegetable oil sunflower,sunflower,lipid base,todo,
emulsifier sodium polyphosphate,mineral,emulsifier,todo,
di-potassium hydrogen phosphate,mineral,acidity regulator,todo,
raising agent sodium carbonates,mineral,raising agent,todo,
yoghurt milk bacterial cultures,milk,fermentation_agent,todo,
antifoaming agent dmps ins 900a,synthetic,antifoaming agent,todo,
anticaking agent silica ins 551,mineral,anticaking agent,todo,
edible vegetable oil cottonseed,cottonseed,lipid base,todo,
edible vegetable oil ground nut,groundnut,lipid base,todo,
emulsifier soy lecithin ins 322,soybean,emulsifier,todo,
emulsifying agent soya lecithin,soybean,emulsifier,todo,
emulsifier ins 471 plant origin,palm | soybean | sunflower,emulsifier,todo,
creatine monohydrate micronized,synthetic,fortification_agent,todo,
giloy tinospora cordifolia stem,giloy tinospora cordifolia stem,raw_agricultural_material,todo,
kakanasika martynia annua fruit,kakanasika martynia annua fruit,raw_agricultural_material,todo,
prishniparni uraria picta plant,prishniparni uraria picta plant,raw_agricultural_material,todo,
utpala nymphaea stellata flower,utpala nymphaea stellata flower,flavouring agent,todo,
edible vegetable oil palm kernel,palm,lipid base,todo,
color paprika oleoresin ins 160c,paprika,colour,todo,
condensed milk-solid balls khoya,milk,processed_ingredient,todo,
raising agent sodium bicarbonate,synthetic,raising agent,todo,
probiotic cultures l acidophilus,synthetic,?probiotic,todo,
anticaking agent silicon dioxide,mineral,anticaking agent,todo,
artificial flavouring substances,synthetic,flavouring agent,todo,
sweetened condensed skimmed milk,milk,sweetener|base ingredient,todo,
edible vegetable oil cotton seed,cottonseed,lipid base,todo,
emulsifier soya lecithin ins 322,soybean | sunflower,emulsifier,todo,
emulsifier glyceryl monostearate,palm | soybean | sunflower,emulsifier,todo,
vitamin b6 pyridoxal-5-phosphate,synthetic,fortification_agent,todo,
emulsifier salts of stearic acid,palm | soybean | sunflower,emulsifier,todo,
capsule shell ingredient gelatin,beef | pork | fish,gelling agent,todo,
punarnava boerhavia diffusa root,punarnava boerhavia diffusa,raw_agricultural_material,todo,
shati hedychium spicatum rhizome,shati hedychium spicatum,taste profile / spice,todo,
fish oil omega 3 fatty acids epa,fish,lipid base,todo,
edible vegetable oil pamolein oil,palm,lipid base,todo,
hydrogenated edible vegetable fat,palm | soybean | groundnut,lipid base,todo,
noodle powder refined wheat flour,wheat,raw_agricultural_material,todo,
fortified wheat flour wheat flour,wheat,raw_agricultural_material,todo,
edible vegetable oil rice bra oil,rice,lipid base,todo,
strawberry juice from concentrate,strawberry,flavouring agent,todo,
mineral sodium hydrogen carbonate,mineral,raising agent,todo,
enzyme beta-galact active culture,synthetic,fermentation_agent,todo,
emulsifiers ammonium phosphatides,synthetic,emulsifier,todo,
anticaking agent calcium silicate,mineral,anticaking agent,todo,
organic rama tulsi ocimum sanctum,tulsi,taste profile / spice,todo,
roasted spice powder black pepper,black pepper,taste profile / spice,todo,
flavour enhancer sodium glutamate,synthetic,flavouring agent,todo,
grape seed extract vitis vinifera,grape,raw_agricultural_material,todo,
liquorice glycyrrhiza glabra bark,liquorice glycyrrhiza glabra,taste profile / spice,todo,
dadima anar seeds punica granatum,pomegranate,raw_agricultural_material,todo,
sodium aluminium sulphate ins 521,mineral,acidity regulator,todo,
mineral dough conditioner ins 223,synthetic,flour treatment agent,todo,
gelling agent agar powder ins 406,red algae,gelling agent,todo,
medium chain triglyceride mct oil,coconut | palm kernel,lipid base,todo,
emulsifier salts of palmitic acid,palm,emulsifier,todo,
tamalaki phyllanthus niruri plant,phyllanthus niruri,raw_agricultural_material,todo,
edible vegetable oil paimolein oil,palm,lipid base,todo,
edible vegetable oil palmolein oil,palm,lipid base,todo,
edible vegetable oil palmolein oll,palm,lipid base,todo,
edible vegetable oil palmonien oil,palm,lipid base,todo,
dehydrated vegetable powder garlic,garlic,taste profile / spice,todo,
ginger zingiber officinale rhizome,ginger,taste profile / spice,todo,
edible vegetable oil rice bran oil,rice,lipid base,todo,
edible vegetable oil sunflower oil,sunflower,lipid base,todo,
raising agent ammonium bicarbonate,synthetic,raising agent,todo,
coriander seeds coriandrum sativum,coriander,taste profile / spice,todo,
protein blend whey protein isolate,milk,processed_ingredient,todo,
vana tulsi ocimum gratissimum leaf,ocimum gratissimum,taste profile / spice,todo,
stabilizer carboxymethyl cellulose,wood pulp | cotton,stabiliser,todo,
dried red chillies capsicum annuum,capsicum annuum,taste profile / spice,todo,
salt substitute potassium chloride,mineral,fortification_agent,todo,
edible vegetable oil groundnut oil,groundnut,lipid base,todo,
dehydrated vegetable powder tomato,tomato,processed_ingredient,todo,
gokshura tribulus terrestris fruit,tribulus terrestris,raw_agricultural_material,todo,
kantakari solanum surattense plant,solanum surattense,raw_agricultural_material,todo,
karkatshringi pistacia integerrima,pistacia integerrima,taste profile / spice,todo,
refined vegetable oil palmolein oil,palm,lipid base,todo,
edible vegetable oil rice brand oil,rice,lipid base,todo,
kasuri methi dried fenugreek leaves,fenugreek,taste profile / spice,todo,
fermented nutritional yeast protein,yeast,fermentation_agent,todo,
cinnamon cinnamomum zeylanicum bark,cinnamon,taste profile / spice,todo,
edible vegetable oil cottonseed oil,cottonseed,lipid base,todo,
flavour enhancer disodium guanylate,synthetic,flavouring agent,todo,
flavour enhancer disodium inosinate,synthetic,flavouring agent,todo,
roasted spice powder green cardamom,cardamom,taste profile / spice,todo,
organic green tea camellia sinensis,camellia sinensis,flavouring agent,todo,
lemongrass cymbopogon citratus leaf,lemongrass,taste profile / spice,todo,
jiwanti leptadenia reticulata plant,leptadenia reticulata,raw_agricultural_material,todo,
shyonaka oroxylum indicum stem bark,oroxylum indicum,taste profile / spice,todo,
vijaysar pterocarpus marsupium stem,pterocarpus marsupium,raw_agricultural_material,todo,
huile végétale comestible palmoleine,palm,lipid base,todo,
huile végétale comestible palmoléine,palm,lipid base,todo,
hydrogenated vegetable fat palmolein,palm,lipid base,todo,
hydrogenated vegetable oil vanaspati,palm | soybean | groundnut,lipid base,todo,
edible vegetable fat onteresterified,palm | soybean | sunflower | groundnut,lipid base,todo,
active lactic culture s.thermophilus,milk,fermentation_agent,todo,
organic krishna tulsi ocimum sanctum,ocimum sanctum,taste profile / spice,todo,
butterscotch flavoured confectionery,milk | sugarcane,flavouring agent,todo,
sweet lime mosambi juice concentrate,mosambi,flavouring agent,todo,
acidity regulator malic acid ins 296,apple | citrus,acidity regulator,todo,
vitamin b6 pyridox ine hydrochloride,synthetic,fortification_agent,todo,
emulsifier sodium stearoyl lactylate,palm | soybean | sunflower,emulsifier,todo,
chocolate natural vanilla flavouring,cocoa | vanilla,flavouring agent,todo,
chocolate substitute refined palm oil,palm,lipid base,todo,
edible vegetable oil refined palm oil,palm,lipid base,todo,
vegetable juice concentrate for color,carrot | beetroot,colour,todo,
acidity regulator potassium carbonate,mineral,acidity regulator,todo,
acidity regulator citric acid ins 330,synthetic | corn,acidity regulator,todo,
citric acid acidity regulator ins 330,synthetic | corn,acidity regulator,todo,
flavour enhancer yeast extract powder,yeast,flavouring agent,todo,
active lactic cultures s thermophilus,milk,fermentation_agent,todo,
active lactic cultures s.thermophilus,milk,fermentation_agent,todo,
organic vana tulsi ocimum gratissimum,ocimum gratissimum,taste profile / spice,todo,
thickener micro crystalline cellulose,wood pulp,thickener|stabiliser,todo,
agaru cinnamomum zeylanicum stem bark,cinnamomum zeylanicum,taste profile / spice,todo,
mono- and diglycerides of fatty acids,palm | soybean | sunflower,emulsifier,todo,
probiotics bacillus coagulans snz1969,synthetic,raw_agricultural_material,todo,
arachidonic acid aa from m alpina oil,mortierella alpina,lipid base,todo,
kutki picrorhiza kurrooa root rhizome,picrorhiza kurrooa,taste profile / spice,todo,
mct powder medium chain triglycerides,coconut | palm kernel,lipid base,todo,
edible vegetable fat bakery shortening,palm | soybean | groundnut,lipid base,todo,
interesterified vegetable fat palm oil,palm,lipid base,todo,
lbacillus delbrueckii subsp bulgaricus,milk,fermentation_agent,todo,
stabilizer micro crystalline cellulose,wood pulp,stabiliser|thickener,todo,
chamomile matricaria chamomilla flower,chamomile,taste profile / spice,todo,
preservative potassium sorbate ins 202,synthetic,preservative,todo,
fortified wheat flour calcium carbonate,wheat | mineral,raw_agricultural_material,todo,
acidity regulator dipotassium phosphate,mineral,acidity regulator,todo,
raising agent sodium hydrogen carbonate,synthetic,raising agent,todo,
antifoaming agent dimethyl polysiloxane,synthetic,antifoaming agent,todo,
anticaking agent potassium ferrocyanide,synthetic,anticaking agent,todo,
sweetened condensed partly skimmed milk,milk,base ingredient|sweetener,todo,
flavour enhancer disodium 5'- guanylate,synthetic,flavouring agent,todo,
emulsifier polyglycerol polyricinoleate,castor bean,emulsifier,todo,
stabilizer hydrolysed vegetable protein,soybean | groundnut,stabiliser,todo,
stabilizer hydrolyzed vegetable protein,soybean | groundnut,stabiliser,todo,
emulsifier di-glycerides of fatty acids,palm | soybean | sunflower,emulsifier,todo,
stabilizer and thickener pectin ins 440,apple | citrus,stabiliser|thickener,todo,
fructo-oligosaccharides prebiotic fibre,sugarcane | chicory,sweetener|bulking agent,todo,
interesterified vegetable fat sesame oil,palm | soybean | groundnut | sesame,lipid base,todo,
raising agent sodium bicarbonate ins 500,synthetic,raising agent,todo,
l.bacillus delbrueckii subsp. bulgaricus,milk,fermentation_agent,todo,
amla extract emblica officinalis extract,amla,flavouring agent,todo,
anticaking agent silicon dioxide ins 551,mineral,anticaking agent,todo,
shweta chandan santalum album heart wood,sandalwood,taste profile / spice,todo,
edible vegetable oil refined ricebran oil,rice,lipid base,todo,
emulsifying and stabilising agent ins 415,corn | sugarcane,emulsifier|stabiliser,todo,
edible vegetable oil refined palmolein oil,palm,lipid base,todo,
emulsifying and stabilizing agent ins 1422,tapioca,emulsifier|stabiliser,todo,
leavening agent sodium bicarbonate ins 500,synthetic,raising agent,todo,
emulsifier carboxymethyl cellulose ins 466,wood pulp,emulsifier|thickener,todo,
